pid,pollutant,min,p10,p25,p50,p75,p90,max
1446,TN,0,8,15,25,40,70,150
1447,TN,0,8,15,25,40,70,150
1448,TN,0,8,15,25,40,70,150
1449,TN,0,8,15,25,40,70,150
1450,TN,0,8,15,25,40,70,150
1451,TN,0,8,15,25,40,70,150
1452,TN,0,8,15,25,40,70,150
1453,TN,0,8,15,25,40,70,150
1454,TN,0,8,15,25,40,70,150
1455,TN,0,8,15,25,40,70,150
1456,TN,0,8,15,25,40,70,150
1457,TN,0,8,15,25,40,70,150
1458,TN,0,8,15,25,40,70,150
1459,TN,0,8,15,25,40,70,150
1460,TN,0,8,15,25,40,70,150
1461,TN,0,8,15,25,40,70,150
1462,TN,0,8,15,25,40,70,150
1463,TN,0,8,15,25,40,70,150
1464,TN,0,8,15,25,40,70,150
1465,TN,0,8,15,25,40,70,150
1466,TN,0,8,15,25,40,70,150
1467,TN,0,8,15,25,40,70,150
1468,TN,0,8,15,25,40,70,150
1469,TN,0,8,15,25,40,70,150
1470,TN,0,8,15,25,40,70,150
1471,TN,0,8,15,25,40,70,150
1472,TN,0,8,15,25,40,70,150
1473,TN,0,8,15,25,40,70,150
1474,TN,0,8,15,25,40,70,150
1475,TN,0,8,15,25,40,70,150
1476,TN,0,8,15,25,40,70,150
1477,TN,0,8,15,25,40,70,150
1478,TN,0,8,15,25,40,70,150
1479,TN,0,8,15,25,40,70,150
1480,TN,0,8,15,25,40,70,150
1481,TN,0,8,15,25,40,70,150
1482,TN,0,8,15,25,40,70,150
1483,TN,0,8,15,25,40,70,150
1484,TN,0,8,15,25,40,70,150
1485,TN,0,8,15,25,40,70,150
1486,TN,0,8,15,25,40,70,150
1487,TN,0,8,15,25,40,70,150
1488,TN,0,8,15,25,40,70,150
1489,TN,0,8,15,25,40,70,150
1490,TN,0,8,15,25,40,70,150
1491,TN,0,8,15,25,40,70,150
1492,TN,0,8,15,25,40,70,150
1493,TN,0,8,15,25,40,70,150
1494,TN,0,8,15,25,40,70,150
1495,TN,0,8,15,25,40,70,150
1496,TN,0,8,15,25,40,70,150
1497,TN,0,8,15,25,40,70,150
1498,TN,0,8,15,25,40,70,150
1499,TN,0,8,15,25,40,70,150
1500,TN,0,8,15,25,40,70,150
1501,TN,0,8,15,25,40,70,150
1502,TN,0,8,15,25,40,70,150
1503,TN,0,8,15,25,40,70,150
1504,TN,0,8,15,25,40,70,150
1505,TN,0,8,15,25,40,70,150
1506,TN,0,8,15,25,40,70,150
1507,TN,0,8,15,25,40,70,150
1508,TN,0,8,15,25,40,70,150
1509,TN,0,8,15,25,40,70,150
1510,TN,0,8,15,25,40,70,150
1511,TN,0,8,15,25,40,70,150
1512,TN,0,8,15,25,40,70,150
1513,TN,0,8,15,25,40,70,150
1514,TN,0,8,15,25,40,70,150
1515,TN,0,8,15,25,40,70,150
1516,TN,0,8,15,25,40,70,150
1517,TN,0,8,15,25,40,70,150
1518,TN,0,8,15,25,40,70,150
1519,TN,0,8,15,25,40,70,150
1520,TN,0,8,15,25,40,70,150
1521,TN,0,8,15,25,40,70,150
1522,TN,0,8,15,25,40,70,150
1523,TN,0,8,15,25,40,70,150
1524,TN,0,8,15,25,40,70,150
1525,TN,0,8,15,25,40,70,150
1526,TN,0,8,15,25,40,70,150
1527,TN,0,8,15,25,40,70,150
1528,TN,0,8,15,25,40,70,150
1529,TN,0,8,15,25,40,70,150
1530,TN,0,8,15,25,40,70,150
1531,TN,0,8,15,25,40,70,150
1532,TN,0,8,15,25,40,70,150
1533,TN,0,8,15,25,40,70,150
1534,TN,0,8,15,25,40,70,150
1535,TN,0,8,15,25,40,70,150
1536,TN,0,8,15,25,40,70,150
1537,TN,0,8,15,25,40,70,150
1538,TN,0,8,15,25,40,70,150
1539,TN,0,8,15,25,40,70,150
1540,TN,0,8,15,25,40,70,150
1541,TN,0,8,15,25,40,70,150
1542,TN,0,8,15,25,40,70,150
1543,TN,0,8,15,25,40,70,150
1544,TN,0,8,15,25,40,70,150
1545,TN,0,8,15,25,40,70,150
1546,TN,0,8,15,25,40,70,150
1547,TN,0,8,15,25,40,70,150
1548,TN,0,8,15,25,40,70,150
1549,TN,0,8,15,25,40,70,150
1550,TN,0,8,15,25,40,70,150
1551,TN,0,8,15,25,40,70,150
1552,TN,0,8,15,25,40,70,150
1553,TN,0,8,15,25,40,70,150
1554,TN,0,8,15,25,40,70,150
1555,TN,0,8,15,25,40,70,150
1556,TN,0,8,15,25,40,70,150
1557,TN,0,8,15,25,40,70,150
1558,TN,0,8,15,25,40,70,150
1559,TN,0,8,15,25,40,70,150
1560,TN,0,8,15,25,40,70,150
1561,TN,0,8,15,25,40,70,150
1562,TN,0,8,15,25,40,70,150
1563,TN,0,8,15,25,40,70,150
1564,TN,0,8,15,25,40,70,150
1565,TN,0,8,15,25,40,70,150
1566,TN,0,8,15,25,40,70,150
1567,TN,0,8,15,25,40,70,150
1568,TN,0,8,15,25,40,70,150
1569,TN,0,8,15,25,40,70,150
1570,TN,0,8,15,25,40,70,150
1571,TN,0,8,15,25,40,70,150
1572,TN,0,8,15,25,40,70,150
1573,TN,0,8,15,25,40,70,150
1574,TN,0,8,15,25,40,70,150
1575,TN,0,8,15,25,40,70,150
1576,TN,0,8,15,25,40,70,150
1577,TN,0,8,15,25,40,70,150
1578,TN,0,8,15,25,40,70,150
1579,TN,0,8,15,25,40,70,150
1580,TN,0,8,15,25,40,70,150
1581,TN,0,8,15,25,40,70,150
1582,TN,0,8,15,25,40,70,150
1583,TN,0,8,15,25,40,70,150
1584,TN,0,8,15,25,40,70,150
1585,TN,0,8,15,25,40,70,150
1586,TN,0,8,15,25,40,70,150
1587,TN,0,8,15,25,40,70,150
1588,TN,0,8,15,25,40,70,150
1589,TN,0,8,15,25,40,70,150
1590,TN,0,8,15,25,40,70,150
1591,TN,0,8,15,25,40,70,150
1592,TN,0,8,15,25,40,70,150
1593,TN,0,8,15,25,40,70,150
1594,TN,0,8,15,25,40,70,150
1595,TN,0,8,15,25,40,70,150
1596,TN,0,8,15,25,40,70,150
1597,TN,0,8,15,25,40,70,150
1598,TN,0,8,15,25,40,70,150
1599,TN,0,8,15,25,40,70,150
1600,TN,0,8,15,25,40,70,150
1601,TN,0,8,15,25,40,70,150
1602,TN,0,8,15,25,40,70,150
1603,TN,0,8,15,25,40,70,150
1604,TN,0,8,15,25,40,70,150
1605,TN,0,8,15,25,40,70,150
1606,TN,0,8,15,25,40,70,150
1607,TN,0,8,15,25,40,70,150
1608,TN,0,8,15,25,40,70,150
1609,TN,0,8,15,25,40,70,150
1610,TN,0,8,15,25,40,70,150
1611,TN,0,8,15,25,40,70,150
1612,TN,0,8,15,25,40,70,150
1613,TN,0,8,15,25,40,70,150
1614,TN,0,8,15,25,40,70,150
1615,TN,0,8,15,25,40,70,150
1616,TN,0,8,15,25,40,70,150
1617,TN,0,8,15,25,40,70,150
1618,TN,0,8,15,25,40,70,150
1619,TN,0,8,15,25,40,70,150
1620,TN,0,8,15,25,40,70,150
1621,TN,0,8,15,25,40,70,150
1622,TN,0,8,15,25,40,70,150
1623,TN,0,8,15,25,40,70,150
1624,TN,0,8,15,25,40,70,150
1625,TN,0,8,15,25,40,70,150
1626,TN,0,8,15,25,40,70,150
1627,TN,0,8,15,25,40,70,150
1628,TN,0,8,15,25,40,70,150
1629,TN,0,8,15,25,40,70,150
1630,TN,0,8,15,25,40,70,150
1631,TN,0,8,15,25,40,70,150
1632,TN,0,8,15,25,40,70,150
1633,TN,0,8,15,25,40,70,150
1634,TN,0,8,15,25,40,70,150
1635,TN,0,8,15,25,40,70,150
1636,TN,0,8,15,25,40,70,150
1637,TN,0,8,15,25,40,70,150
1638,TN,0,8,15,25,40,70,150
1639,TN,0,8,15,25,40,70,150
1640,TN,0,8,15,25,40,70,150
1641,TN,0,8,15,25,40,70,150
1642,TN,0,8,15,25,40,70,150
1643,TN,0,8,15,25,40,70,150
1644,TN,0,8,15,25,40,70,150
1645,TN,0,8,15,25,40,70,150
1646,TN,0,8,15,25,40,70,150
1647,TN,0,8,15,25,40,70,150
1648,TN,0,8,15,25,40,70,150
1649,TN,0,8,15,25,40,70,150
1650,TN,0,8,15,25,40,70,150
1651,TN,0,8,15,25,40,70,150
1652,TN,0,8,15,25,40,70,150
1653,TN,0,8,15,25,40,70,150
1654,TN,0,8,15,25,40,70,150
1655,TN,0,8,15,25,40,70,150
1656,TN,0,8,15,25,40,70,150
1657,TN,0,8,15,25,40,70,150
1658,TN,0,8,15,25,40,70,150
1659,TN,0,8,15,25,40,70,150
1660,TN,0,8,15,25,40,70,150
1661,TN,0,8,15,25,40,70,150
1662,TN,0,8,15,25,40,70,150
1663,TN,0,8,15,25,40,70,150
1664,TN,0,8,15,25,40,70,150
1665,TN,0,8,15,25,40,70,150
1666,TN,0,8,15,25,40,70,150
1667,TN,0,8,15,25,40,70,150
1668,TN,0,8,15,25,40,70,150
1669,TN,0,8,15,25,40,70,150
1670,TN,0,8,15,25,40,70,150
1671,TN,0,8,15,25,40,70,150
1672,TN,0,8,15,25,40,70,150
1673,TN,0,8,15,25,40,70,150
1674,TN,0,8,15,25,40,70,150
1675,TN,0,8,15,25,40,70,150
1676,TN,0,8,15,25,40,70,150
1677,TN,0,8,15,25,40,70,150
1678,TN,0,8,15,25,40,70,150
1679,TN,0,8,15,25,40,70,150
1680,TN,0,8,15,25,40,70,150
1681,TN,0,8,15,25,40,70,150
1682,TN,0,8,15,25,40,70,150
1683,TN,0,8,15,25,40,70,150
1684,TN,0,8,15,25,40,70,150
1685,TN,0,8,15,25,40,70,150
1686,TN,0,8,15,25,40,70,150
1687,TN,0,8,15,25,40,70,150
1688,TN,0,8,15,25,40,70,150
1689,TN,0,8,15,25,40,70,150
1690,TN,0,8,15,25,40,70,150
1691,TN,0,8,15,25,40,70,150
1692,TN,0,8,15,25,40,70,150
1693,TN,0,8,15,25,40,70,150
1694,TN,0,8,15,25,40,70,150
1695,TN,0,8,15,25,40,70,150
1696,TN,0,8,15,25,40,70,150
1697,TN,0,8,15,25,40,70,150
1698,TN,0,8,15,25,40,70,150
1699,TN,0,8,15,25,40,70,150
1700,TN,0,8,15,25,40,70,150
1701,TN,0,8,15,25,40,70,150
1702,TN,0,8,15,25,40,70,150
1703,TN,0,8,15,25,40,70,150
1704,TN,0,8,15,25,40,70,150
1705,TN,0,8,15,25,40,70,150
1706,TN,0,8,15,25,40,70,150
1707,TN,0,8,15,25,40,70,150
1708,TN,0,8,15,25,40,70,150
1709,TN,0,8,15,25,40,70,150
1710,TN,0,8,15,25,40,70,150
1711,TN,0,8,15,25,40,70,150
1712,TN,0,8,15,25,40,70,150
1713,TN,0,8,15,25,40,70,150
1714,TN,0,8,15,25,40,70,150
1715,TN,0,8,15,25,40,70,150
1716,TN,0,8,15,25,40,70,150
1717,TN,0,8,15,25,40,70,150
1718,TN,0,8,15,25,40,70,150
1719,TN,0,8,15,25,40,70,150
1720,TN,0,8,15,25,40,70,150
1721,TN,0,8,15,25,40,70,150
1722,TN,0,8,15,25,40,70,150
1723,TN,0,8,15,25,40,70,150
1724,TN,0,8,15,25,40,70,150
1725,TN,0,8,15,25,40,70,150
1726,TN,0,8,15,25,40,70,150
1727,TN,0,8,15,25,40,70,150
1728,TN,0,8,15,25,40,70,150
1729,TN,0,8,15,25,40,70,150
1730,TN,0,8,15,25,40,70,150
1731,TN,0,8,15,25,40,70,150
1732,TN,0,8,15,25,40,70,150
1733,TN,0,8,15,25,40,70,150
1734,TN,0,8,15,25,40,70,150
1735,TN,0,8,15,25,40,70,150
1736,TN,0,8,15,25,40,70,150
1737,TN,0,8,15,25,40,70,150
1738,TN,0,8,15,25,40,70,150
1739,TN,0,8,15,25,40,70,150
1740,TN,0,8,15,25,40,70,150
1741,TN,0,8,15,25,40,70,150
1742,TN,0,8,15,25,40,70,150
1743,TN,0,8,15,25,40,70,150
1744,TN,0,8,15,25,40,70,150
1745,TN,0,8,15,25,40,70,150
1746,TN,0,8,15,25,40,70,150
1747,TN,0,8,15,25,40,70,150
1748,TN,0,8,15,25,40,70,150
1749,TN,0,8,15,25,40,70,150
1750,TN,0,8,15,25,40,70,150
1751,TN,0,8,15,25,40,70,150
1752,TN,0,8,15,25,40,70,150
1753,TN,0,8,15,25,40,70,150
1754,TN,0,8,15,25,40,70,150
1755,TN,0,8,15,25,40,70,150
1756,TN,0,8,15,25,40,70,150
1757,TN,0,8,15,25,40,70,150
1758,TN,0,8,15,25,40,70,150
1759,TN,0,8,15,25,40,70,150
1760,TN,0,8,15,25,40,70,150
1761,TN,0,8,15,25,40,70,150
1762,TN,0,8,15,25,40,70,150
1763,TN,0,8,15,25,40,70,150
1764,TN,0,8,15,25,40,70,150
1765,TN,0,8,15,25,40,70,150
1766,TN,0,8,15,25,40,70,150
1767,TN,0,8,15,25,40,70,150
1768,TN,0,8,15,25,40,70,150
1769,TN,0,8,15,25,40,70,150
1770,TN,0,8,15,25,40,70,150
1771,TN,0,8,15,25,40,70,150
1772,TN,0,8,15,25,40,70,150
1773,TN,0,8,15,25,40,70,150
1774,TN,0,8,15,25,40,70,150
1775,TN,0,8,15,25,40,70,150
1776,TN,0,8,15,25,40,70,150
1777,TN,0,8,15,25,40,70,150
1778,TN,0,8,15,25,40,70,150
1779,TN,0,8,15,25,40,70,150
1780,TN,0,8,15,25,40,70,150
1781,TN,0,8,15,25,40,70,150
1782,TN,0,8,15,25,40,70,150
1783,TN,0,8,15,25,40,70,150
1784,TN,0,8,15,25,40,70,150
1785,TN,0,8,15,25,40,70,150
1786,TN,0,8,15,25,40,70,150
1787,TN,0,8,15,25,40,70,150
1788,TN,0,8,15,25,40,70,150
1789,TN,0,8,15,25,40,70,150
1790,TN,0,8,15,25,40,70,150
1791,TN,0,8,15,25,40,70,150
1792,TN,0,8,15,25,40,70,150
1793,TN,0,8,15,25,40,70,150
1794,TN,0,8,15,25,40,70,150
1795,TN,0,8,15,25,40,70,150
1796,TN,0,8,15,25,40,70,150
1797,TN,0,8,15,25,40,70,150
1798,TN,0,8,15,25,40,70,150
1799,TN,0,8,15,25,40,70,150
1800,TN,0,8,15,25,40,70,150
1801,TN,0,8,15,25,40,70,150
1802,TN,0,8,15,25,40,70,150
1803,TN,0,8,15,25,40,70,150
1804,TN,0,8,15,25,40,70,150
1805,TN,0,8,15,25,40,70,150
1806,TN,0,8,15,25,40,70,150
1807,TN,0,8,15,25,40,70,150
1808,TN,0,8,15,25,40,70,150
1809,TN,0,8,15,25,40,70,150
1810,TN,0,8,15,25,40,70,150
1811,TN,0,8,15,25,40,70,150
1812,TN,0,8,15,25,40,70,150
1813,TN,0,8,15,25,40,70,150
1814,TN,0,8,15,25,40,70,150
1815,TN,0,8,15,25,40,70,150
1816,TN,0,8,15,25,40,70,150
1817,TN,0,8,15,25,40,70,150
1818,TN,0,8,15,25,40,70,150
1819,TN,0,8,15,25,40,70,150
1820,TN,0,8,15,25,40,70,150
1821,TN,0,8,15,25,40,70,150
1822,TN,0,8,15,25,40,70,150
1823,TN,0,8,15,25,40,70,150
1824,TN,0,8,15,25,40,70,150
1825,TN,0,8,15,25,40,70,150
1826,TN,0,8,15,25,40,70,150
1827,TN,0,8,15,25,40,70,150
1828,TN,0,8,15,25,40,70,150
1829,TN,0,8,15,25,40,70,150
1830,TN,0,8,15,25,40,70,150
1831,TN,0,8,15,25,40,70,150
1832,TN,0,8,15,25,40,70,150
1833,TN,0,8,15,25,40,70,150
1834,TN,0,8,15,25,40,70,150
1835,TN,0,8,15,25,40,70,150
1836,TN,0,8,15,25,40,70,150
1837,TN,0,8,15,25,40,70,150
1838,TN,0,8,15,25,40,70,150
1839,TN,0,8,15,25,40,70,150
1840,TN,0,8,15,25,40,70,150
1841,TN,0,8,15,25,40,70,150
1842,TN,0,8,15,25,40,70,150
1843,TN,0,8,15,25,40,70,150
1844,TN,0,8,15,25,40,70,150
1845,TN,0,8,15,25,40,70,150
1846,TN,0,8,15,25,40,70,150
1847,TN,0,8,15,25,40,70,150
1848,TN,0,8,15,25,40,70,150
1849,TN,0,8,15,25,40,70,150
1850,TN,0,8,15,25,40,70,150
1851,TN,0,8,15,25,40,70,150
1852,TN,0,8,15,25,40,70,150
1853,TN,0,8,15,25,40,70,150
1854,TN,0,8,15,25,40,70,150
1855,TN,0,8,15,25,40,70,150
1856,TN,0,8,15,25,40,70,150
1857,TN,0,8,15,25,40,70,150
1858,TN,0,8,15,25,40,70,150
1859,TN,0,8,15,25,40,70,150
1860,TN,0,8,15,25,40,70,150
1861,TN,0,8,15,25,40,70,150
1862,TN,0,8,15,25,40,70,150
1863,TN,0,8,15,25,40,70,150
1864,TN,0,8,15,25,40,70,150
1865,TN,0,8,15,25,40,70,150
1866,TN,0,8,15,25,40,70,150
1867,TN,0,8,15,25,40,70,150
1868,TN,0,8,15,25,40,70,150
1869,TN,0,8,15,25,40,70,150
1870,TN,0,8,15,25,40,70,150
1871,TN,0,8,15,25,40,70,150
1872,TN,0,8,15,25,40,70,150
1873,TN,0,8,15,25,40,70,150
1874,TN,0,8,15,25,40,70,150
1875,TN,0,8,15,25,40,70,150
1876,TN,0,8,15,25,40,70,150
1877,TN,0,8,15,25,40,70,150
1878,TN,0,8,15,25,40,70,150
1879,TN,0,8,15,25,40,70,150
1880,TN,0,8,15,25,40,70,150
1881,TN,0,8,15,25,40,70,150
1882,TN,0,8,15,25,40,70,150
1883,TN,0,8,15,25,40,70,150
1884,TN,0,8,15,25,40,70,150
1885,TN,0,8,15,25,40,70,150
1886,TN,0,8,15,25,40,70,150
1887,TN,0,8,15,25,40,70,150
1888,TN,0,8,15,25,40,70,150
1889,TN,0,8,15,25,40,70,150
1890,TN,0,8,15,25,40,70,150
1891,TN,0,8,15,25,40,70,150
1892,TN,0,8,15,25,40,70,150
1893,TN,0,8,15,25,40,70,150
1894,TN,0,8,15,25,40,70,150
1895,TN,0,8,15,25,40,70,150
1896,TN,0,8,15,25,40,70,150
1897,TN,0,8,15,25,40,70,150
1898,TN,0,8,15,25,40,70,150
1899,TN,0,8,15,25,40,70,150
1900,TN,0,8,15,25,40,70,150
1901,TN,0,8,15,25,40,70,150
1902,TN,0,8,15,25,40,70,150
1903,TN,0,8,15,25,40,70,150
1904,TN,0,8,15,25,40,70,150
1905,TN,0,8,15,25,40,70,150
1906,TN,0,8,15,25,40,70,150
1907,TN,0,8,15,25,40,70,150
1908,TN,0,8,15,25,40,70,150
1909,TN,0,8,15,25,40,70,150
1910,TN,0,8,15,25,40,70,150
1911,TN,0,8,15,25,40,70,150
1912,TN,0,8,15,25,40,70,150
1913,TN,0,8,15,25,40,70,150
1914,TN,0,8,15,25,40,70,150
1915,TN,0,8,15,25,40,70,150
1916,TN,0,8,15,25,40,70,150
1917,TN,0,8,15,25,40,70,150
1918,TN,0,8,15,25,40,70,150
1919,TN,0,8,15,25,40,70,150
1920,TN,0,8,15,25,40,70,150
1921,TN,0,8,15,25,40,70,150
1922,TN,0,8,15,25,40,70,150
1923,TN,0,8,15,25,40,70,150
1924,TN,0,8,15,25,40,70,150
1925,TN,0,8,15,25,40,70,150
1926,TN,0,8,15,25,40,70,150
1927,TN,0,8,15,25,40,70,150
1928,TN,0,8,15,25,40,70,150
1929,TN,0,8,15,25,40,70,150
1930,TN,0,8,15,25,40,70,150
1931,TN,0,8,15,25,40,70,150
1932,TN,0,8,15,25,40,70,150
1933,TN,0,8,15,25,40,70,150
1934,TN,0,8,15,25,40,70,150
1935,TN,0,8,15,25,40,70,150
1936,TN,0,8,15,25,40,70,150
1937,TN,0,8,15,25,40,70,150
1938,TN,0,8,15,25,40,70,150
1939,TN,0,8,15,25,40,70,150
1940,TN,0,8,15,25,40,70,150
1941,TN,0,8,15,25,40,70,150
1942,TN,0,8,15,25,40,70,150
1943,TN,0,8,15,25,40,70,150
1944,TN,0,8,15,25,40,70,150
1945,TN,0,8,15,25,40,70,150
1946,TN,0,8,15,25,40,70,150
1947,TN,0,8,15,25,40,70,150
1948,TN,0,8,15,25,40,70,150
1949,TN,0,8,15,25,40,70,150
1950,TN,0,8,15,25,40,70,150
1951,TN,0,8,15,25,40,70,150
1952,TN,0,8,15,25,40,70,150
1953,TN,0,8,15,25,40,70,150
1954,TN,0,8,15,25,40,70,150
1955,TN,0,8,15,25,40,70,150
1956,TN,0,8,15,25,40,70,150
1957,TN,0,8,15,25,40,70,150
1958,TN,0,8,15,25,40,70,150
1959,TN,0,8,15,25,40,70,150
1960,TN,0,8,15,25,40,70,150
1961,TN,0,8,15,25,40,70,150
1962,TN,0,8,15,25,40,70,150
1963,TN,0,8,15,25,40,70,150
1964,TN,0,8,15,25,40,70,150
1965,TN,0,8,15,25,40,70,150
1966,TN,0,8,15,25,40,70,150
1967,TN,0,8,15,25,40,70,150
1968,TN,0,8,15,25,40,70,150
1969,TN,0,8,15,25,40,70,150
1970,TN,0,8,15,25,40,70,150
1971,TN,0,8,15,25,40,70,150
1972,TN,0,8,15,25,40,70,150
1973,TN,0,8,15,25,40,70,150
1974,TN,0,8,15,25,40,70,150
1975,TN,0,8,15,25,40,70,150
1976,TN,0,8,15,25,40,70,150
1977,TN,0,8,15,25,40,70,150
1978,TN,0,8,15,25,40,70,150
1979,TN,0,8,15,25,40,70,150
1980,TN,0,8,15,25,40,70,150
1981,TN,0,8,15,25,40,70,150
1982,TN,0,8,15,25,40,70,150
1983,TN,0,8,15,25,40,70,150
1984,TN,0,8,15,25,40,70,150
1985,TN,0,8,15,25,40,70,150
1986,TN,0,8,15,25,40,70,150
1987,TN,0,8,15,25,40,70,150
1988,TN,0,8,15,25,40,70,150
1989,TN,0,8,15,25,40,70,150
1990,TN,0,8,15,25,40,70,150
1991,TN,0,8,15,25,40,70,150
1992,TN,0,8,15,25,40,70,150
1993,TN,0,8,15,25,40,70,150
1994,TN,0,8,15,25,40,70,150
1995,TN,0,8,15,25,40,70,150
1996,TN,0,8,15,25,40,70,150
1997,TN,0,8,15,25,40,70,150
1998,TN,0,8,15,25,40,70,150
1999,TN,0,8,15,25,40,70,150
2000,TN,0,8,15,25,40,70,150
2001,TN,0,8,15,25,40,70,150
2002,TN,0,8,15,25,40,70,150
2003,TN,0,8,15,25,40,70,150
2004,TN,0,8,15,25,40,70,150
2005,TN,0,8,15,25,40,70,150
2006,TN,0,8,15,25,40,70,150
2007,TN,0,8,15,25,40,70,150
2008,TN,0,8,15,25,40,70,150
2009,TN,0,8,15,25,40,70,150
2010,TN,0,8,15,25,40,70,150
2011,TN,0,8,15,25,40,70,150
2012,TN,0,8,15,25,40,70,150
2013,TN,0,8,15,25,40,70,150
2014,TN,0,8,15,25,40,70,150
2015,TN,0,8,15,25,40,70,150
2016,TN,0,8,15,25,40,70,150
2017,TN,0,8,15,25,40,70,150
2018,TN,0,8,15,25,40,70,150
2019,TN,0,8,15,25,40,70,150
2020,TN,0,8,15,25,40,70,150
2021,TN,0,8,15,25,40,70,150
2022,TN,0,8,15,25,40,70,150
2023,TN,0,8,15,25,40,70,150
2024,TN,0,8,15,25,40,70,150
2025,TN,0,8,15,25,40,70,150
2026,TN,0,8,15,25,40,70,150
2027,TN,0,8,15,25,40,70,150
2028,TN,0,8,15,25,40,70,150
2029,TN,0,8,15,25,40,70,150
2030,TN,0,8,15,25,40,70,150
2031,TN,0,8,15,25,40,70,150
2032,TN,0,8,15,25,40,70,150
2033,TN,0,8,15,25,40,70,150
2034,TN,0,8,15,25,40,70,150
2035,TN,0,8,15,25,40,70,150
2036,TN,0,8,15,25,40,70,150
2037,TN,0,8,15,25,40,70,150
2038,TN,0,8,15,25,40,70,150
2039,TN,0,8,15,25,40,70,150
2040,TN,0,8,15,25,40,70,150
2041,TN,0,8,15,25,40,70,150
2042,TN,0,8,15,25,40,70,150
2043,TN,0,8,15,25,40,70,150
2044,TN,0,8,15,25,40,70,150
2045,TN,0,8,15,25,40,70,150
2046,TN,0,8,15,25,40,70,150
2047,TN,0,8,15,25,40,70,150
2048,TN,0,8,15,25,40,70,150
2049,TN,0,8,15,25,40,70,150
2050,TN,0,8,15,25,40,70,150
2051,TN,0,8,15,25,40,70,150
2052,TN,0,8,15,25,40,70,150
2053,TN,0,8,15,25,40,70,150
2054,TN,0,8,15,25,40,70,150
2055,TN,0,8,15,25,40,70,150
2056,TN,0,8,15,25,40,70,150
2057,TN,0,8,15,25,40,70,150
2058,TN,0,8,15,25,40,70,150
2059,TN,0,8,15,25,40,70,150
2060,TN,0,8,15,25,40,70,150
2061,TN,0,8,15,25,40,70,150
2062,TN,0,8,15,25,40,70,150
2063,TN,0,8,15,25,40,70,150
2064,TN,0,8,15,25,40,70,150
2065,TN,0,8,15,25,40,70,150
2066,TN,0,8,15,25,40,70,150
2067,TN,0,8,15,25,40,70,150
2068,TN,0,8,15,25,40,70,150
2069,TN,0,8,15,25,40,70,150
2070,TN,0,8,15,25,40,70,150
2071,TN,0,8,15,25,40,70,150
2072,TN,0,8,15,25,40,70,150
2073,TN,0,8,15,25,40,70,150
2074,TN,0,8,15,25,40,70,150
2075,TN,0,8,15,25,40,70,150
2076,TN,0,8,15,25,40,70,150
2077,TN,0,8,15,25,40,70,150
2078,TN,0,8,15,25,40,70,150
2079,TN,0,8,15,25,40,70,150
2080,TN,0,8,15,25,40,70,150
2081,TN,0,8,15,25,40,70,150
2082,TN,0,8,15,25,40,70,150
2083,TN,0,8,15,25,40,70,150
2084,TN,0,8,15,25,40,70,150
2085,TN,0,8,15,25,40,70,150
2086,TN,0,8,15,25,40,70,150
2087,TN,0,8,15,25,40,70,150
2088,TN,0,8,15,25,40,70,150
2089,TN,0,8,15,25,40,70,150
2090,TN,0,8,15,25,40,70,150
2091,TN,0,8,15,25,40,70,150
2092,TN,0,8,15,25,40,70,150
2093,TN,0,8,15,25,40,70,150
2094,TN,0,8,15,25,40,70,150
2095,TN,0,8,15,25,40,70,150
2096,TN,0,8,15,25,40,70,150
2097,TN,0,8,15,25,40,70,150
2098,TN,0,8,15,25,40,70,150
2099,TN,0,8,15,25,40,70,150
2100,TN,0,8,15,25,40,70,150
2101,TN,0,8,15,25,40,70,150
2102,TN,0,8,15,25,40,70,150
2103,TN,0,8,15,25,40,70,150
2104,TN,0,8,15,25,40,70,150
2105,TN,0,8,15,25,40,70,150
2106,TN,0,8,15,25,40,70,150
2107,TN,0,8,15,25,40,70,150
2108,TN,0,8,15,25,40,70,150
2109,TN,0,8,15,25,40,70,150
2110,TN,0,8,15,25,40,70,150
2111,TN,0,8,15,25,40,70,150
2112,TN,0,8,15,25,40,70,150
2113,TN,0,8,15,25,40,70,150
2114,TN,0,8,15,25,40,70,150
2115,TN,0,8,15,25,40,70,150
2116,TN,0,8,15,25,40,70,150
2117,TN,0,8,15,25,40,70,150
2118,TN,0,8,15,25,40,70,150
2119,TN,0,8,15,25,40,70,150
2120,TN,0,8,15,25,40,70,150
2121,TN,0,8,15,25,40,70,150
2122,TN,0,8,15,25,40,70,150
2123,TN,0,8,15,25,40,70,150
2124,TN,0,8,15,25,40,70,150
2125,TN,0,8,15,25,40,70,150
2126,TN,0,8,15,25,40,70,150
2127,TN,0,8,15,25,40,70,150
2128,TN,0,8,15,25,40,70,150
2129,TN,0,8,15,25,40,70,150
2130,TN,0,8,15,25,40,70,150
2131,TN,0,8,15,25,40,70,150
2132,TN,0,8,15,25,40,70,150
2133,TN,0,8,15,25,40,70,150
2134,TN,0,8,15,25,40,70,150
2135,TN,0,8,15,25,40,70,150
2136,TN,0,8,15,25,40,70,150
2137,TN,0,8,15,25,40,70,150
2138,TN,0,8,15,25,40,70,150
2139,TN,0,8,15,25,40,70,150
2140,TN,0,8,15,25,40,70,150
2141,TN,0,8,15,25,40,70,150
2142,TN,0,8,15,25,40,70,150
2143,TN,0,8,15,25,40,70,150
